name,word,count
like,like,809
people,people,716
wins,wins,671
right,right,528
florida,florida,519
win,win,515
still,still,443
la,la,367
voting,voting,351
everyone,everyone,336
white,white,326
us,us,311
watching,watching,311
tonight,tonight,310
please,please,310
party,party,304
obama,obama,302
think,think,297
results,results,293
even,even,285
